,TCGA-E1-5319,TCGA-CS-6668,TCGA-IK-7675
ENST00000529351,0.55,1.06,0.19
ENST00000455934,7.01,4.99,3.68
ENST00000272716,2.38,2.53,0
ENST00000489618,0.22,0.25,0.22
ENST00000441952,0,0,0
ENST00000355962,0.19,0.26,0.21
ENST00000509358,0.62,0.47,0.46
ENST00000486433,0.09,0.56,0.33
ENST00000534943,0.03,0.24,0.11
ENST00000546873,1.13,1.62,0.93
ENST00000300051,6.67,3.62,2.15
ENST00000546878,0.49,0.48,0.75
ENST00000559626,0,0,0
ENST00000559627,0.12,0.03,0
ENST00000521632,0,0,0.13
ENST00000262805,0,0,0
ENST00000427323,0.15,0.23,0.21
ENST00000457068,0,0,0
ENST00000296289,61.19,84.79,45.78
ENST00000307885,2.71,6.02,5.27
ENST00000557703,0,0,0.96
ENST00000301457,39,33.21,32.88
ENST00000537021,0.17,0.42,0.48
ENST00000512469,1.67,0.96,0.8
ENST00000596678,0,0,0.08
ENST00000522587,2.69,4.45,2.52
ENST00000522854,0,0,0
ENST00000372958,0,0.03,0
ENST00000534056,0,0,0.03
ENST00000320521,0.43,0.27,0.55
ENST00000561303,0.16,0,0.39
ENST00000577628,0.07,0.04,1.03
ENST00000324632,0.34,0.81,2.63
ENST00000577624,0,0,0
ENST00000537793,0,0,0
ENST00000481284,0.11,0,0.1
ENST00000409820,0,0,0
ENST00000587330,0,0,0
ENST00000543683,10.89,11.84,15.84
ENST00000568373,0,0.04,0.02
ENST00000568374,0,0,0
ENST00000504910,0,0,0
ENST00000348925,0.12,0.25,0.08
ENST00000359130,0.05,0.08,0.17
ENST00000216605,13.27,18.36,34.78
ENST00000561166,0.33,0.71,0.36
ENST00000540329,0.05,0.05,0.12
ENST00000519773,0,0,0.03
ENST00000296424,35.4,4.25,75.63
ENST00000324189,0.02,0,0
ENST00000367848,0,0,0
ENST00000574024,0,0.09,0.41
ENST00000560919,1.64,2.61,3.71
ENST00000357440,2.9,0.68,0.19
ENST00000543356,0,0,0
ENST00000264093,16.23,21.87,26.8
ENST00000523187,0,0.12,0
ENST00000369997,0,0,0
ENST00000536778,0.16,0.07,0.09
ENST00000286298,1.36,2.28,1.08
ENST00000354181,0,0,0
ENST00000602871,342.64,345.53,285.98
ENST00000602876,0,0.06,0.05
ENST00000588919,14.58,8.29,21.59
ENST00000437604,4.53,6.21,8.1
ENST00000555625,0.65,0.8,1.06
ENST00000420970,0.25,0,0.05
ENST00000527355,0.61,1.23,2.7
ENST00000466924,0,0,0
ENST00000466926,0.21,0.06,2.36
ENST00000278715,7.45,8.11,4.75
ENST00000569355,0.04,0.05,0.14
ENST00000569354,0,0,0
ENST00000569351,0,0,0
ENST00000429335,0.24,0.03,0.57
ENST00000526912,0.31,0.2,0.02
ENST00000395607,0.12,0.16,0.2
ENST00000477657,0.28,0.71,0.81
ENST00000395609,0,0.11,0.04
ENST00000407683,18.73,10.54,20.21
ENST00000243997,21.86,11.15,13.61
ENST00000382147,6.13,7.18,6.17
ENST00000528981,0,0,0.06
ENST00000581272,0,0,0
ENST00000545212,0,0,0.07
ENST00000448921,0,0,0
ENST00000503794,0.44,0.43,0.24
ENST00000356317,0,0,0
ENST00000545215,2.86,1.83,7.43
ENST00000322910,1.74,0.73,1.82
ENST00000407537,13.38,4.85,7.18
ENST00000338602,0,0,0.01
ENST00000337653,0,0.03,0
ENST00000442379,0.11,0.33,0.13
ENST00000350259,2.31,1.88,6.36
ENST00000549215,0.01,0.09,0
ENST00000588905,0.45,0.45,0.74
ENST00000588901,0.37,0.09,0.04
ENST00000483704,3.73,6.3,2.49
ENST00000440056,0.08,0.09,0.03
ENST00000440050,0,0,0
ENST00000475477,0.05,0.25,0.11
ENST00000221700,0.02,0.08,0
ENST00000582778,0.1,0,0.22
ENST00000493963,0,0,0
ENST00000551968,0,0,0
ENST00000582770,0,0,0.91
ENST00000589056,0.74,1.25,0.66
ENST00000473463,0,0,0
ENST00000544381,0.2,0,0.35
ENST00000479740,2.71,2.5,2.61
ENST00000487289,0.2,0.43,0.15
ENST00000258168,0.48,0.72,1.54
ENST00000394553,0.77,0.23,0.24
ENST00000557492,0,0,0
ENST00000428317,3.25,1.41,0.3
ENST00000528571,0.05,0.1,0.04
ENST00000568973,0.31,0.3,0.14
ENST00000396774,3.16,0.72,3.54
ENST00000576377,0.13,0.18,0
ENST00000432020,0.07,0,0.13
ENST00000573927,0,0,0
ENST00000483968,0.41,0.47,0.51
ENST00000591456,0,0.1,0.32
ENST00000263321,0.01,0.01,0.02
ENST00000520517,14.65,24.64,6.26
ENST00000590324,0,0.74,0.46
ENST00000265113,193.94,125.21,86.05
ENST00000428179,0,0,0.02
ENST00000529292,0,0,0
ENST00000346042,1.48,1.89,0.35
ENST00000525583,0,0.15,0
ENST00000502512,0,0.47,0.11
ENST00000582198,0,0,0
ENST00000410045,0.06,0.05,0
ENST00000534208,0.34,0.8,0.96
ENST00000223836,5.89,2.21,7.34
ENST00000506217,0,0,0
ENST00000372546,12.42,13.27,10.98
ENST00000446228,0.33,0.68,0
ENST00000336749,0,0.15,0.05
ENST00000443614,2.48,3.3,0.48
ENST00000430800,0.04,0,0.05
ENST00000430803,0,0,0
ENST00000524324,0,0,0
ENST00000487136,0,0.08,0.07
ENST00000558336,1.97,0.19,3.07
ENST00000426755,0,0,0
ENST00000383779,0,0.78,0.31
ENST00000426751,1.01,0.81,0.81
ENST00000543163,0.02,0,0
ENST00000360488,0,0,0
ENST00000556627,0,0.17,0.88
ENST00000430077,22.88,19.97,33.36
ENST00000476351,1.56,0.72,0.36
ENST00000269300,0.22,0.04,0.18
ENST00000319622,8.59,5.29,5.8
ENST00000356554,5.36,7.94,10.23
ENST00000462347,0,0,0
ENST00000380228,0.17,0.46,0.26
ENST00000414636,0.32,0.29,0.51
ENST00000366672,18.71,16.38,21.25
ENST00000578577,0.16,0,0.1
ENST00000264424,6.53,8.79,2.34
ENST00000377886,0,0.01,0
ENST00000359062,1,0.61,0.29
ENST00000377889,0.45,1.4,0.36
ENST00000375011,0.51,0.89,0.22
ENST00000361110,0,0,0
ENST00000533262,0,0,0
ENST00000533263,0.11,0.1,0.3
ENST00000310677,0,0.46,0
ENST00000445750,0.31,0.43,0.35
ENST00000405370,1.77,10.94,0
ENST00000490799,0,0,0
ENST00000264449,9.78,15.11,4.71
ENST00000485064,0.59,0.84,1.13
ENST00000554917,0,0,0.02
ENST00000226444,0.05,0.04,0.02
ENST00000356124,5.59,2.89,1.97
ENST00000570029,0,0,0
ENST00000604123,0.21,0,0.76
ENST00000477338,0.07,0.14,0
ENST00000461451,1.57,1.89,1.63
ENST00000438926,0,0,0
ENST00000452774,0,0.09,0
ENST00000452775,0,0,0
ENST00000512708,0,0,0
ENST00000557934,0.08,0.1,0.04
ENST00000557935,0.6,0.18,0.06
ENST00000585344,0,0.08,0
ENST00000558145,0,0,0
ENST00000488048,0.08,0,0.03
ENST00000431739,0,0.05,0.2
ENST00000554706,1.08,1.27,0.89
ENST00000533919,0.07,0.12,0
ENST00000503651,0.25,0.48,0.37
ENST00000361464,33.75,74.02,21.67
ENST00000592232,0,0,0.02
ENST00000271469,0,0,0
ENST00000566634,0,0,0
ENST00000254521,3.37,4.16,3.83
ENST00000422126,0,0.11,0.13
ENST00000412805,0.03,0.06,0.17
ENST00000328313,0,0.02,0.03
ENST00000531514,0.37,0.78,0.23
ENST00000444303,0.57,0.13,0.43
ENST00000382085,2.73,3.27,1.86
ENST00000378940,0.65,0.94,1.24
ENST00000378941,0,0,0
ENST00000378943,0.88,1.75,1.51
ENST00000378945,0.13,0.62,0.01
ENST00000372306,0,0.06,0.26
ENST00000372307,0.59,0.27,2.32
ENST00000576145,0.03,0.03,0.17
ENST00000359678,13.29,8.37,10.21
ENST00000591811,0,0,0
ENST00000359674,4,0.99,0.04
ENST00000424875,0,0,0
ENST00000461066,0,0.09,0.13
ENST00000456458,3.62,9.84,8.34
ENST00000548536,0.18,0.31,0.72
ENST00000254663,0,0,0
ENST00000505308,2.2,2.24,0.69
ENST00000374050,70.69,65.8,81.1
ENST00000437291,0.3,0,0.56
ENST00000602404,49.92,30.15,50.11
ENST00000510643,0,0.4,0.33
ENST00000452827,0,0,0.41
ENST00000483936,0,0,0
ENST00000568459,0.29,2.04,1.09
ENST00000495548,0.08,0.15,0.1
ENST00000517618,0,0,0
ENST00000458307,1.22,0,0.38
ENST00000392391,2.52,3.88,5.28
ENST00000445964,0.22,0,0.62
ENST00000029410,12.44,13.19,5.92
ENST00000562800,0,0,0.07
ENST00000514703,0,0,0
ENST00000573648,0,0.03,0
ENST00000546260,65.02,14.52,18.98
ENST00000313597,5.98,1.75,2.71
ENST00000438215,0,0,0.06
ENST00000540636,0,0,0
ENST00000580273,0.08,0.04,0.04
ENST00000222115,0.03,0,0
ENST00000555474,4.88,3.95,7.54
ENST00000370192,2.68,1.21,1.09
ENST00000221130,0.37,0.41,0.31
ENST00000543987,0.49,0.24,0.15
ENST00000294724,0.06,0.11,0.15
ENST00000412248,0,0.02,0.08
ENST00000402468,3.34,2.03,1.5
ENST00000519911,2.21,0,0.72
ENST00000429163,0.22,0.24,0.11
ENST00000299714,14.79,8.22,12.9
ENST00000586998,0.11,0,0
ENST00000538346,0,0,0.05
ENST00000468050,1.72,0.23,0
ENST00000571864,0,0,0
ENST00000594306,0.03,0.05,0.02
ENST00000321878,5.78,7.61,5.93
ENST00000452171,2.7,3.31,4.1
ENST00000567118,0.03,0.17,0.19
ENST00000455480,1.18,1.87,1.06
ENST00000455483,0,0,0
ENST00000237858,8.25,2.44,4.78
ENST00000486226,0,0.08,0
ENST00000587824,0.05,0.05,0
ENST00000559420,0.03,0,0.48
ENST00000559423,0,0,0.17
ENST00000497327,0,0,0
ENST00000442731,0,0,0.08
ENST00000452211,0,0.08,0.06
ENST00000281087,0,0,0
ENST00000542179,0,0,0
ENST00000586334,0,0,0
ENST00000525137,0.81,0.7,0.35
ENST00000555892,0.1,0.39,0.07
ENST00000298004,1.2,1.1,0.47
ENST00000528328,1.24,4.72,2.47
ENST00000436241,0,0,0
ENST00000462484,0.09,0.45,0.19
ENST00000300038,0.64,1.58,1.02
ENST00000521650,0.36,0.45,2.63
ENST00000521657,0.23,6.17,0.06
ENST00000521659,0.07,0.12,1.25
ENST00000323250,0,0,0
ENST00000394053,10.95,10.69,6.74
ENST00000372689,0.41,0.36,0.32
ENST00000371375,1.03,0.65,1.4
ENST00000557726,0.05,0.17,0.09
ENST00000464251,2.86,5.48,2.88
ENST00000289004,0.06,0.03,0.14
ENST00000345044,1.97,3.17,3.75
ENST00000332246,0.44,0.91,1.87
ENST00000260930,0,0,0
ENST00000566405,1.05,1.15,0.88
ENST00000561366,0.23,0.04,0.12
ENST00000526026,0.1,0.23,0
ENST00000529744,0,0,0
ENST00000368594,10.33,10.38,9.12
ENST00000368593,0,0.06,0
ENST00000402844,0.11,0.13,0.48
ENST00000292180,0.17,0,0.71
ENST00000563478,0.35,0.05,0.27
ENST00000473541,0,0,0
ENST00000523478,0,0,0
ENST00000548324,0.45,0.35,0.25
ENST00000447866,50.89,57.35,35.9
ENST00000519285,0,0,0
ENST00000402924,3.58,5.26,3.32
ENST00000498004,0.3,0.98,0.4
ENST00000522301,0.05,0.1,0.99
ENST00000544180,2.84,0.81,7.61
ENST00000600495,0,0,0.09
ENST00000466716,0.14,0.2,0.08
ENST00000560585,0,0,0
ENST00000456827,32.22,21.56,19.61
ENST00000515429,0,0,0
ENST00000469863,0.08,0.08,0.11
ENST00000586142,0.87,0.23,0.07
ENST00000437628,0.13,0,0.26
ENST00000422591,1.72,3.52,3.59
ENST00000586510,0.41,0.33,0.47
ENST00000420990,0.83,1.63,1.48
ENST00000567758,0.02,0.24,0
ENST00000446885,0,0,0
ENST00000369646,0.91,1.55,0.56
ENST00000608795,0,0,0
ENST00000536532,0.25,0.6,0.68
ENST00000396973,0.34,0.13,0.1
ENST00000423423,0,0,0
ENST00000402252,1,2.26,3.46
ENST00000393706,0,0,0
ENST00000393700,9.02,2.45,9.93
ENST00000434484,0.09,0.1,0.49
ENST00000502945,0,0,0
ENST00000562187,0,0,0
ENST00000523521,0,0.14,0.06
ENST00000207870,0.29,2.32,0.37
ENST00000435316,1.44,11.75,0
ENST00000577248,0,0.23,0
ENST00000469284,2.21,0.11,1.38
ENST00000570616,0.18,0.24,0.38
ENST00000403251,22.93,27.93,13.64
ENST00000491070,0.19,0.42,0.17
ENST00000514552,0,0,0
ENST00000438020,0,0,0
ENST00000492254,0,0.36,0
ENST00000338625,3.05,5.1,5.17
ENST00000474098,0.04,0,0
ENST00000439886,0.51,1.05,1.54
ENST00000457648,0.35,0.52,0.13
ENST00000550583,0,0,0
ENST00000291670,0,0.1,0.27
ENST00000504309,1.15,1.03,1.79
ENST00000542916,0,0.03,0
ENST00000557129,0,0,0
ENST00000436873,0,0,0
ENST00000525956,0.2,0.3,0.18
ENST00000348367,5.67,4.62,4.11
ENST00000554118,0,0,0
ENST00000589073,0.03,0.1,0.19
ENST00000424990,0.18,0.23,0.47
ENST00000279027,0.76,0,0.46
ENST00000395954,0.17,0.08,0.02
ENST00000395955,0.08,0.02,0.06
ENST00000592176,0.45,0.12,0.86
ENST00000228606,0.09,0.16,1.43
ENST00000304788,0.9,1.68,3.12
ENST00000277517,0.24,0.11,0.1
ENST00000323883,0.34,0.89,0.35
ENST00000355773,4.08,4.2,7.23
ENST00000528517,0.06,0.12,0
ENST00000566189,0,0,0
ENST00000553586,4.01,1.29,4.33
ENST00000456667,0,0.11,0
ENST00000376356,3.27,5.05,6.23
ENST00000566182,0,0,0
ENST00000416711,0.79,0.16,0.21
ENST00000416240,0.32,0.29,0.11
ENST00000448838,0.68,0.71,0.43
ENST00000467291,0,0,0.02
ENST00000374840,5.14,3.51,4.85
ENST00000351556,0,0,0
ENST00000453943,0,1.93,0.01
ENST00000409065,0,0,0.09
ENST00000566983,0.04,0.04,0.03
ENST00000435345,18.08,11.97,53.19
ENST00000295605,3.4,2.23,14.67
ENST00000221307,0.19,0.7,0.29
ENST00000552981,140.57,143.91,78.62
ENST00000427646,1.07,2.16,0.75
ENST00000552989,0,0,0
ENST00000507013,0.48,0.73,0.09
ENST00000426599,0,0,0
ENST00000507543,0,0,0
ENST00000298923,0,0,0
ENST00000579004,0,0.4,0.18
ENST00000288014,1.67,2.7,1.27
ENST00000446444,0,0,0
ENST00000307493,0.01,0.01,0
ENST00000269097,30.76,27.63,22.65
ENST00000395226,0,0,0.01
ENST00000552185,0.7,1.06,1.79
ENST00000513674,0.1,0.23,0.14
ENST00000460419,0,0.02,0.1
ENST00000420436,0,0,0
ENST00000521489,0,0,0
ENST00000465423,0.04,0.11,0.08
ENST00000486602,0.31,0.11,0.19
ENST00000593308,1.13,1.17,2.77
ENST00000278840,45.22,28.39,59.48
ENST00000264221,10.8,23.9,14.44
ENST00000264220,4.08,6.1,7.81
ENST00000261304,12.6,1.98,9.96
ENST00000556607,0,0,0
ENST00000560770,0.21,0.28,0.3
ENST00000266517,5.92,6.79,9.3
ENST00000429965,0.32,0.15,0.33
ENST00000532303,0.17,0.13,0.13
ENST00000414651,1.07,2.23,0.87
ENST00000533066,0,0.11,0.09
ENST00000562606,0.31,0.87,0.47
ENST00000367122,0.2,0,0
ENST00000504894,0,0,0
ENST00000560119,0.38,0.36,0.49
ENST00000375071,5.44,0.78,1.97
ENST00000327555,2.99,2.63,4.04
ENST00000559980,0,0,0
ENST00000578352,0,0.06,0.27
ENST00000575230,0,0,0
ENST00000551215,0.22,0.19,0
ENST00000343289,0.06,0.05,0.01
ENST00000547534,0.05,0.05,0.14
ENST00000542729,0,0,0
ENST00000512816,0.13,0.09,0
ENST00000334482,0.88,0.89,0.29
ENST00000541261,0,0.25,0.1
ENST00000559186,0,0,0
ENST00000523221,0,0,0
ENST00000454531,0,0,0
ENST00000433022,0,0,0
ENST00000356140,0,0,0
ENST00000233202,0.86,0.33,1.08
ENST00000459818,0,0,0
ENST00000411593,0,0.11,0.24
ENST00000506825,0,0,0
ENST00000559189,0,0,0
ENST00000452794,0.93,1.07,0.57
ENST00000420416,0.06,0,0
ENST00000529485,0,0,0
ENST00000427190,0.61,1.03,0.58
ENST00000472148,0.32,0.11,1.03
ENST00000532887,6.81,6.3,7.28
ENST00000412717,0,0,0
ENST00000531756,0.32,0.27,0.65
ENST00000476801,0,0,0
ENST00000361400,0.35,0.5,0.94
ENST00000533933,0.07,0,0
ENST00000539507,0,0,0
ENST00000166534,0.78,0.16,0.18
ENST00000583785,0.04,0.21,0.24
ENST00000264805,0.03,0.05,0.06
ENST00000583780,0.25,0.32,0.38
ENST00000411653,0.12,0.09,0.07
ENST00000286648,5.65,2.42,6.42
ENST00000490113,1.4,1.86,3.51
ENST00000393132,0.18,0.54,1.81
ENST00000436643,2.91,2.69,2.79
ENST00000217254,8.9,2.91,3.83
ENST00000378217,0,0,0.27
ENST00000372324,4.83,5.44,9.33
ENST00000329066,0,0,0
ENST00000392669,4.35,0,1.14
ENST00000413668,0.64,1.05,0
ENST00000326739,70.76,183.62,74.04
ENST00000573401,0,0,0
ENST00000491190,4.02,2.32,1.08
ENST00000505859,0.06,0.16,0.33
ENST00000451316,2.39,0.21,0.16
ENST00000451319,0,0,0
ENST00000505855,0.06,0.33,0.04
ENST00000548046,0,0,0
ENST00000484354,0,0,0
ENST00000548041,0,0,0.05
ENST00000338101,0,0,0
ENST00000328195,17.77,15.5,16.05
ENST00000453443,0,0.04,0
ENST00000458362,2.73,4.3,2.31
ENST00000555181,3.94,2.65,4.45
ENST00000517945,0,0.04,0
ENST00000358657,0.46,0.13,0.17
ENST00000544370,0,0,0
ENST00000585362,2.39,2.37,3.04
ENST00000544377,0.35,0.18,0.26
ENST00000558161,6.94,7.18,7.54
ENST00000233025,0.08,0.03,0.13
ENST00000478373,0.14,0.14,0.12
ENST00000546285,0,0,0
ENST00000546283,0.3,0.19,0.75
ENST00000373189,5.13,3.85,4.26
ENST00000430044,11.09,19.24,12.61
ENST00000540617,0.41,0.21,0.37
ENST00000495692,0.52,1.33,0.98
ENST00000517494,0,0,0.17
ENST00000474902,0.75,0,0.29
ENST00000558290,0.2,0.22,0.23
ENST00000406785,0.34,0.5,0.12
ENST00000589339,0.17,0.27,0.16
ENST00000530159,0.04,0,0.03
ENST00000424501,0.09,0.19,0.08
ENST00000530154,0.03,0.09,0.27
ENST00000591822,0,0.2,0.27
ENST00000316543,0.07,0.15,0.07
ENST00000276055,5.67,5.22,3.49
ENST00000402441,0,0,0
ENST00000306869,65.79,41.71,69.61
ENST00000521811,0,0.1,0.38
ENST00000502678,0.17,0.13,0.13
ENST00000465632,0.1,0.11,0.09
ENST00000535050,0.16,0.26,0.46
ENST00000244043,0.41,2.78,0.5
ENST00000398063,0,0.05,0
ENST00000333684,0,0,0
ENST00000331825,1824.2,665.18,822.71
ENST00000392446,7.53,4.42,8.2
ENST00000570400,0.36,1.08,0.48
ENST00000281455,10.35,6.68,2.81
ENST00000400334,3.59,4.09,3.43
ENST00000269159,1.01,0.47,0.52
ENST00000416907,0,0.16,0
ENST00000598162,0,0,0.07
ENST00000492758,4.14,3.23,3.59
ENST00000509402,0.88,0.15,0.15
ENST00000304312,146.23,121.95,167.6
ENST00000295887,0.81,0.64,0.71
ENST00000452151,0,0,0
ENST00000452156,2.27,2.37,0.9
ENST00000431316,0,0,0
ENST00000541875,0.21,0.58,0.53
ENST00000431313,1.5,0.51,1
ENST00000440626,0,0,0
ENST00000554320,0,0,0
ENST00000553117,9.32,8.23,0.95
ENST00000356962,0.02,0.08,0.08
ENST00000506000,0,0,0
ENST00000442240,0,0.19,0.11
ENST00000228476,0.18,0.2,0
ENST00000234111,11.17,21.85,30.43
ENST00000326674,31.9,23.4,20.88
ENST00000431275,0.07,0,0.07
ENST00000392378,0.67,2.13,0.23
ENST00000426902,0.32,0.65,0.33
ENST00000525155,1.06,1.09,2.48
ENST00000599748,4.54,2.31,7.2
ENST00000539282,0.02,0.03,0.04
ENST00000534673,0,0,0
ENST00000521679,0,0,0
ENST00000482593,0,0,0
ENST00000427365,1.89,3.4,5.16
ENST00000265631,7.61,7.77,5.94
ENST00000490474,0,0,0
ENST00000412389,2.78,2.35,0.24
ENST00000225740,0,0,0
ENST00000323274,6.34,5.99,10.06
ENST00000415844,0,0,0
ENST00000453202,0.05,0,0
ENST00000534010,0,0,0.3
ENST00000505666,0.77,0.43,0.24
ENST00000359883,0.06,1.07,0.2
ENST00000216392,1.47,0.94,4.75
ENST00000339994,20.72,20.03,2.14
ENST00000530638,0.17,0.54,0.34
ENST00000039007,0.13,0.17,0.12
ENST00000415593,20.43,0,16.69
ENST00000507754,0.56,0.68,0.5
ENST00000544615,3.11,2.59,5.12
ENST00000543646,0.03,0.07,0.03
ENST00000555210,0.31,0,0
ENST00000543643,0,0,0
ENST00000563491,0,0,0.02
ENST00000563493,0,0.03,0
ENST00000555218,0,0,0
ENST00000563498,2.93,1.69,1.43
ENST00000504952,4.8,4.19,5.12
ENST00000436267,2.24,0.57,0.8
ENST00000447841,0,0.22,0
ENST00000440085,0.58,1.24,0.23
ENST00000306262,7.32,6.3,2.46
ENST00000508518,0,0,0
ENST00000437024,2.62,3.33,3.29
ENST00000481024,0.61,1.03,0.58
ENST00000393896,1.98,15.59,0.81
ENST00000367804,0,0,0.28
ENST00000524869,0,0.1,0
ENST00000543390,0,0,0.02
ENST00000369409,99.74,77.77,150.95
ENST00000488296,0,0,0
ENST00000327574,1.03,0.82,1.19
ENST00000435556,0,0,0
ENST00000369407,0.02,0.01,0.01
ENST00000369406,0,0,0.35
ENST00000423624,1.01,0,0
ENST00000221804,0,0.02,0
ENST00000469847,0.01,0,0
ENST00000467988,0.06,0,0
ENST00000436193,0,0,0.57
ENST00000538950,1.07,1,0.66
ENST00000533541,0.08,0.41,0.15
ENST00000328299,4.57,0.8,1.11
ENST00000422867,0,0,0
ENST00000379979,0.91,0.48,0.45
ENST00000537427,0,0.21,0.19
ENST00000393092,0,0,0
ENST00000381233,0,0,0
ENST00000473172,0.29,0.1,0.1
ENST00000527311,0,0,0
ENST00000527316,0.63,0.35,0.16
ENST00000466650,0,0,0
ENST00000355091,36.87,44.57,24.87
ENST00000355097,2.41,1.6,1.46
ENST00000454498,1.08,1.78,2.12
ENST00000514888,10.67,1.28,1.77
ENST00000423996,0.55,1.32,0.95
ENST00000295920,5.54,3.87,6.78
ENST00000399640,1.15,0.28,0.61
ENST00000452633,0.93,2.56,2.66
ENST00000328078,0.34,0.35,0.36
ENST00000358229,0,0.05,0.08
ENST00000414884,0,0.22,0.18
ENST00000398516,0.04,0.16,0.1
ENST00000450168,5.33,1.16,0.61
ENST00000483566,0,0,0
ENST00000269980,13.53,10.99,24.9
ENST00000351439,0.41,0.77,0.12
ENST00000433259,0.41,0.5,0.45
ENST00000374279,4.09,6.1,4.45
ENST00000361092,2.82,1.46,2.5
ENST00000361093,7.14,10.65,9.6
ENST00000357385,0.33,1.23,1.38
ENST00000359794,69.39,74.63,124.36
ENST00000549258,3.46,12.78,2.42
ENST00000272238,0.04,0.04,0.03
ENST00000353492,0,0,0.01
ENST00000598293,3.19,2.83,6.24
ENST00000518606,0.09,0.61,0.49
ENST00000525974,0.23,0.23,0.25
ENST00000440014,0,0,0
ENST00000576390,0.05,0.08,0.04
ENST00000421103,0,0,0
ENST00000429379,0,0.24,0
ENST00000530360,0,0,0.07
ENST00000502426,0,0,0
ENST00000371437,83.58,46.58,68.07
ENST00000526950,0,0,0
ENST00000529120,0.18,0.39,0.1
ENST00000550655,0.06,0.07,0.23
ENST00000428359,0,0,0
ENST00000329654,0.5,1.49,0.13
ENST00000074304,0.56,0,0.32
ENST00000396005,0.04,0.06,0.2
ENST00000263368,16.8,5.47,29.44
ENST00000566163,0,0,0
ENST00000529139,0.04,0.33,0.21
ENST00000416732,0.81,1.74,1.95
ENST00000376808,0.47,0.24,0.61
ENST00000416223,0.05,0,0
ENST00000338316,19.94,5.44,44.82
ENST00000552350,3.93,5.63,4.06
ENST00000574662,0.11,0.9,0.34
ENST00000498664,23.99,8.72,20.85
ENST00000539367,0,0.81,0.36
ENST00000357971,0.37,0,0.36
ENST00000342932,0.73,0.59,0.56
ENST00000539369,0,0,0
ENST00000446158,1.19,3.17,1.41
ENST00000447544,0.84,0.13,0.13
ENST00000308375,2.2,3.27,3.41
ENST00000440832,0.66,0.84,0.56
ENST00000427993,1.02,2.17,1.97
ENST00000442528,0.05,0.17,0.19
ENST00000524149,0,0,0.02
ENST00000522662,0,0,0
ENST00000441879,0.23,0.82,0.27
ENST00000553304,0,0,0
ENST00000553302,0.11,0.34,0.22
ENST00000576743,0,0.03,0
ENST00000294973,0.67,0.46,0.63
ENST00000476279,0.98,0.89,1.19
ENST00000591589,0,0,0
ENST00000591587,1.8,1.83,1.92
ENST00000424712,0.2,0.13,0.18
ENST00000366558,0,0,0
ENST00000564708,0.06,0,0
ENST00000513129,0,0,0
ENST00000524491,0.03,0.09,0.06
ENST00000465404,0.36,0.24,0.16
ENST00000590360,0,0,0.63
ENST00000417176,0,0.04,0.11
ENST00000535266,0,0,0
ENST00000265403,0,0,0
ENST00000367321,2.04,6.47,6
ENST00000539945,0.59,0.21,1.45
ENST00000564445,17.2,9.32,10.66
ENST00000429907,0.34,0.45,0.61
ENST00000462833,5.85,6.94,4.23
ENST00000442386,0,0,0.07
ENST00000411826,0.33,0.17,0.13
ENST00000281456,8.28,8.12,3.68
ENST00000414671,0.07,0.25,0.38
ENST00000411821,0.17,0.06,0.08
ENST00000427114,0,0.13,0.08
ENST00000203407,36.91,37.39,25.75
ENST00000414679,0.03,0.48,0
ENST00000344529,10.63,10.58,11.37
ENST00000262189,0.06,0.26,0.65
ENST00000560138,0.08,0.08,0.03
ENST00000560139,0,0,0
ENST00000593184,0,0,0.02
ENST00000261187,0.89,1.82,1.48
ENST00000551896,0,0,0
ENST00000560137,0.07,0,0.03
ENST00000459997,0.44,0.21,0.07
ENST00000252595,13.7,11.84,4.72
ENST00000529464,0,0.25,0
ENST00000503229,0,0,0
ENST00000503228,0,0,0.03
ENST00000506618,0,0,0
ENST00000423299,0,0,0
ENST00000370841,1.48,1.92,2.68
ENST00000502059,0,0.03,0
ENST00000310638,0,0,0
ENST00000405333,17.6,41.69,54.61
ENST00000518857,0,0,0
ENST00000518958,0,0.03,0
ENST00000191018,33.37,16.15,18.3
ENST00000371868,0.09,0.39,0.18
ENST00000471595,0.74,1.96,2.12
ENST00000297107,7.65,18.88,6.6
ENST00000557539,0,0.05,0.16
ENST00000579978,23.15,16.37,38.71
ENST00000440381,0.15,0,0.07
ENST00000592054,0,0,0
ENST00000004531,0.65,0.11,0.5
ENST00000561080,0.39,1.11,0.49
ENST00000537631,0,0.1,0
ENST00000472162,0,0,0
ENST00000490284,0,0,0
ENST00000419349,2.64,1.11,6.88
ENST00000418356,0,0,0.27
ENST00000471651,0.29,0.54,1.82
ENST00000426858,0.1,0.14,0.37
ENST00000413463,0.22,0.06,0
ENST00000569071,0.27,0,0
ENST00000548288,0,0.14,0.34
ENST00000320717,2.56,3.68,2.32
ENST00000592277,0,0,0
ENST00000484197,0.28,0,0.1
ENST00000330072,0.07,0,0.07
ENST00000540265,0.11,0.08,0.73
ENST00000433779,0.04,0,0.04
ENST00000292823,12.34,11.14,13.82
ENST00000378720,78.32,61.67,53.6
ENST00000456417,0,0,0
ENST00000250535,16.25,17.8,45.05
ENST00000563854,0.9,0.57,0.78
ENST00000354202,6,4.34,3.12
ENST00000606205,0.08,0.1,0
ENST00000306749,35.32,94.58,32.23
ENST00000505878,0.64,0.16,1
ENST00000550338,5.62,3.96,11.5
